"고유번호","언어","상호명","콘텐츠URL","주소","신주소","전화번호","웹사이트","운영시간","운영요일","휴무일","교통정보"
"5479","ko","서울대공원","https://korean.visitseoul.net/nature/서울대공원/KOP005475?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP005475","427-702 경기 과천시 막계동 159-1 ","13829 경기 과천시 대공원광장로 102 (막계동, 서울대공원) ","02-500-7335","http://grandpark.seoul.go.kr","[동?식물원 테마가든] 하절기(5월~10월) 09:00~19:00  동절기(11~2월) 09:00~17:00  간절기(3~4월, 9~10월) 09:00~18:00 온실식물원 10:00~16:00(연중)","월~일","연중무휴","4호선 대공원 2번 출구  "
"39382","zh-CN","??山","https://chinese.visitseoul.net/nature/??山/CNP039305?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP039305"," 首?市中浪?面牧洞山1-4 ","02257 首?市中浪???山路250-12（??蓄水池，??山突山公?） ","+82-2-2094-2340","https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200597","","매일","","7??中谷站4?出口步行636米"
"29798","ko","우이동계곡","https://korean.visitseoul.net/nature/우이동계곡/KOP029798?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP029798","142-871 서울 강북구 우이동 234-1 ","01000 서울 강북구 삼양로181길 141-5 (우이산장) ","02-997-8365 (북한산국립공원 우이분소)","","","","","우이신설경전철 북한산우이역 1, 2번 출구"
"5034","ja","ヨイド(汝矣島)セッカン生態公園","https://japanese.visitseoul.net/nature/Yeouido-Saetgang-Ecological-Park-JP/JPP005032?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP005032","150-913 ソウル市永登浦?汝矣島洞 4-9","07323 ソウル市ヨンドゥンポ(永登浦)?ヨイドンロ48 (汝矣島洞)","+82-2-3780-0561","http://japanese.seoul.go.kr/%e6%9c%8d%e5%8b%99/%e3%82%ab%e3%83%ab%e3%83%81%e3%83%a3%e3%83%bc%e3%82%a8%e3%83%b3%e3%82%b8%e3%83%a7%e3%82%a4/%e5%b7%9d/00-%e6%bc%a2%e6%b1%9f%e5%85%ac%e5%9c%92/","日の出から日?の時間まで","","","地下?9?線?セッカン??4番出口からXiアパ?ト(ユンジュン中?校)三差路方向へ約650m(約15分) 地下?5?線?ヨイド??1番出口からグァンジャンアパ?ト(ユンジュン小?校)三差路方向へ約500m(約10分) 地下?1?線?テバン??6番出口からヨイギョ(汝矣橋)を渡り左手のユンジュン小?校方向へ約900m(約20分)"
"12312","ja","ヒョンデウォンソ(現代苑西)公園","https://japanese.visitseoul.net/nature/hyundai-wonseo-park-jp/JPP012311?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP012311"," ソウル市鐘路?苑西洞181 "," ソウル市チョンノ(鐘路)?チャンドックンギル19 (苑西洞)","","","","","","地下?3?線「アングク」?3番出口400m"
"23628","zh-TW","文化儲備基地","https://tchinese.visitseoul.net/nature/文化儲備基地/TCP023543?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP023543","121-250 首爾市麻浦區城山洞661 ","03914 首爾市麻浦區繒山路87 (城山洞) ","+82-2-376-8410","http://parks.seoul.go.kr/template/sub/culturetank.do","公園：24小時開放 儲油槽：10:00~18:00","公園：全年無休 儲油槽：週二~週日","週一(儲油槽)","地鐵6號線世界盃體育場站2、3號出口"
"29422","ko","등잔 밑이 어둡다, 우리 동네 보석 같은 공원","","  ","  ","","","","","",""
"29983","zh-TW","二村漢江公園","https://tchinese.visitseoul.net/nature/二村漢江公園/TCP003617?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP003617","140-031 首爾市龍山區二村洞302-17 ","140-031 首爾市龍山區二村路72街62  (二村洞) ","+82-2-3780-0551","https://hangang.seoul.go.kr/archives/46695","","","","中央線、4號線二村站4號出口步行10分鐘"
"22859","ja","ホンジェチョン(弘?川)","https://japanese.visitseoul.net/nature/hongjecheon-jp/JPP002287?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002287","120-090 ソウル市西大門?弘?洞 鐘路?、西大門?、麻浦?一?","120-090 ソウル市ソデムン(西大門)?ホンジェドン(弘?洞) チョンノ(鐘路)?、ソデムン(西大門)?、マポ(麻浦)?一?","+82-2-330-1792","http://www.sdm.go.kr/jp/jpn/03_cultural/cultural_02_05.jsp","音?噴水(4月3日?10月31日) 4/5/9/10月 9:00?19:00 6/7/8月 8:00?20:00  人工?(4月3日?10月31日) 12:00?13:00 (60分) 13:30?14:00 (30分) 14:30?15:00 (30分) 15:30?16:00 (30分) 16:30?17:00 (30分) 17:30?18:00 (30分)","","","地下?3?線「ホンジェ」?1番、4番出口徒?5分 地下?6?線「マポグチョン」?2番、3番出口徒?5分"
"4820","ja","北ソウル夢の森","https://japanese.visitseoul.net/nature/dream-forest-jp/JPP004820?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP004820"," ソウル市江北?樊洞 山28-6"," ソウル市カンブク(江北)?ウォルゲロ173 (樊洞)","+82-120","https://parks.seoul.go.kr/template/sub/dreamforest.do","?日 00:00~24:00","","","地下?4?線「ミアサムゴリ」?1番出口から09番、11番バスに?り約10分 地下?6?線「トルゴジ」?3番出口から147番バスに?り約6分 地下?1?線「ウォルゲ」?2番出口から147番バスに?り約8分  "
"30491","zh-CN","二村?江公?","https://chinese.visitseoul.net/nature/二村?江公?/CNP003617?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP003617","140-031 首?市?山?二村洞302-17  ","140-031 首?市?山?二村路72街62  (二村洞) ","+82-2-3780-0551","https://hangang.seoul.go.kr/archives/46695","","","","中央?、4?? 二村站4?出口步行10分?"
"3617","ko","이촌 한강공원","https://korean.visitseoul.net/nature/이촌-한강공원/KOP003617?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP003617","140-031 서울시 용산구 이촌동 302-17 ","140-031 서울특별시 용산구 이촌로72길 62  (이촌동) ","02-3780-0551","https://hangang.seoul.go.kr/archives/46695","","","","중앙선 이촌 4번 출구 도보 10분  4호선 이촌 4번 출구 도보 10분  "
"3601","en","Dobongsan Mountain","https://english.visitseoul.net/nature/DobongsanMountain/ENP003598?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP003598","132-010 Dobong-dong, Dobong-gu, Seoul ","132-010 Dobong-dong, Dobong-gu, Seoul ","+82-2-954-2566","https://tour.dobong.go.kr/Contents.asp?code=10006251","Daily 07:30 - 18:00 (March - October) Daily 08:00 - 17:00 (November - February)","","","Subway Lines 1 & 7, Dobongsan Station, Exit 1 (10 minutes by foot)"
"29927","zh-CN","津?寺溪谷","https://chinese.visitseoul.net/nature/津?寺溪谷/CNP029800?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP029800","122-200 首?市恩平?津?洞354 ","03308 首?市恩平?津?街73 (津?洞、津?寺) ","","","","","","3、6?? 延新?站2?出口 3?? ?把?站2?出口"
"29926","zh-CN","牛耳洞溪谷","https://chinese.visitseoul.net/nature/牛耳洞溪谷1/CNP029798?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP029798","142-871 首?市江北?牛耳洞234-1 ","01000 首?市江北?三?路181街141-5 (牛耳洞) ","+82-2-997-8365(北?山?立公?)","","","","","牛耳新???? 北?山牛耳站1、2?出口"
"4823","ko","북서울꿈의숲","https://korean.visitseoul.net/nature/북서울-꿈의-숲/KOP004820?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP004820"," 서울특별시 강북구 번동 산28-6 ","01228 서울특별시 강북구 월계로 173  (번동) ","120","http://parks.seoul.go.kr/template/sub/dreamforest.do","매일 00:00 - 24:00","","","4호선 미아삼거리 3번 출구 나와서 강북09, 강북11 마을버스 환승 후 10분 6호선 돌곶이 3번 출구 나와서 147 버스 환승 후 6분 1호선 월계 2번 출구 나와서 147번 버스 환승 후 8분"
"37130","ko","일자산허브천문공원","https://korean.visitseoul.net/nature/일자산허브천문공원/KOP037130?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP037130"," 서울 강동구 둔촌동 산86 ","134-060 서울 강동구 둔촌동 산86 ","","http://cafe.daum.net/herbparks/","","","",""
"4064","ko","길동생태공원","https://korean.visitseoul.net/nature/길동생태공원/KOP004063?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP004063","134-808 서울 강동구 길동 3 ","05291 서울 강동구 천호대로 1291 (길동) ","02-472-2770","http://parks.seoul.go.kr/gildong","09:00 - 16:00   ","화~일","월요일","5호선 천호 6번 출구 341번,370번 버스 탑승  5호선 강동 4번 출구 300번, 361번, 370번, 341번 버스 탑승 길동생태공원 앞 하차  2호선 잠실 7번 출구 30-3번 버스 탑승 길동생태공원 앞 하차 "
"5476","zh-TW","首爾大公園","https://tchinese.visitseoul.net/nature/首爾大公園-서울대공원/TCP005475?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP005475","427-702 159-1, Makgye-dong, Gwacheon-si, Gyeonggi-do, Korea ","13829 京畿道果川市大公園廣場路102 ","+82-2-500-7335","http://grandpark.seoul.go.kr","【動/植物園、主題花園開放時間】 5月至10月：09:00~19:00  11月至2月：09:00~17:00  3至4月, 9至10月：09:00~18:00 溫室植物園：10:00~16:00(全年) ※閉園前1小時截止入場  【露營區】 3月30日~11月10日(可能變動) - 09:00~19:00 (當日露營區)  - 12:00~隔日10:00 (夜間帳棚區)","","全年無休","4號線首爾大公園站2號出口"
"37978","zh-TW"," 水聲洞溪谷","https://tchinese.visitseoul.net/nature/水聲洞溪谷/TCP037952?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP037952"," 首爾鐘路區玉仁洞185-3 ","03034 首爾鐘路區玉仁洞185-3 水聲洞溪谷","+82-2-2148-2844","","","","",""
"31956","ja","ノドゥルソム(ノドゥル島)","https://japanese.visitseoul.net/nature/nodeulseom-island-jp/JPP031922?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP031922","140-030 ソウル市龍山?二村洞302-146 노들섬","04427 ソウル市ヨンサン(龍山)?ヤンニョンロ445 (二村洞) ","+82-2-749-4500","http://nodeul.org/","屋外空間は24時間開放 3月~10月: 火~金10:00 ~ 21:00 (KST) / 土日祝 10:00 ~ 22:00 (KST) 11月~2月: 火~日曜日 10:00~20:00 (KST)","","","地下?1?線「ヨンサン」?1番出口 地下?4?線「シニョンサン」?3番出口  地下?9?線「ノドゥル」?2番出口 "
"4925","zh-TW","西首爾湖水公園","https://tchinese.visitseoul.net/nature/西首爾湖水公園/TCP004924?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP004924"," 首爾市陽川區新月洞山68-3 ","07916 首爾市陽川區南部循環路64街20 ","+82-2-2604-3004","http://parks.seoul.go.kr/template/sub/lakepark.do","24小時開放","","全年無休","地鐵5號線禾谷站7號出口轉乘652、6625、6627號公車 地鐵5號線喜鵲山站4號出口轉乘653號公車"
"28280","ko","사직공원","https://korean.visitseoul.net/nature/사직공원/KOP028280?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP028280"," 서울 종로구 사직동 1-28 ","03027 서울 종로구 사직로 89 (사직동) ","02-2148-2835","http://parks.seoul.go.kr/parks/detailView.do?pIdx=106","","","연중무휴","3호선 경복궁역 1번 출구"
"2042","en","Hongneung Arboretum","https://english.visitseoul.net/nature/성수연방/ENP002029?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP002029","130-712 207, Cheongnyangni 1(il)-dong, Dongdaemun-gu, Seoul ","02455, 57, Hoegi-ro, Dongdaemun-gu, Seoul ","+82-2-961-2777","https://www.forest.go.kr/newkfsweb/html/HtmlPage.do?pg=/rest/rest_0701.html&mn=KFS_14_01_10_02_08","* Weekdays (Tue - Fri) - Forest Commentary Guide 10:30, 13:30, 15:30 (KST) * Weekends (Sat - Sun)  - Open Summer Touring (Mar - Oct) 09:00 ? 18:00 (KST) * Weekends (Sat - Sun)  - Open Winter Touring (Nov - Feb) 09:00 ? 17:00 (KST) * Weekends (Sat - Sun) - Forest Commentary Guide 10:30, 14:00 (KST)","","Closed Mondays, Labor Day (May 1), All legal holidays (excluding Sundays) [Closed on Saturdays or Sundays that coincide with legal holidays) ","* Subway Line 6, Korea University Station, Exit 3 (10 mins on foot) * Subway Line 1 & Gyeongui-Jungang Line, Cheongnyangni Station, Exit 2 (15 mins on foot)"
"37772","ja","セビッ島","https://japanese.visitseoul.net/nature/ハンガンセビッ島/JPP037771?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP037771","137-040 ソウル市瑞草?盤浦洞 650","06500 ソウル市ソチョ(瑞草)?オリンピックデロ683 (盤浦洞)","+82-2-537-2440","http://www.ficonvention.com/","お店による","","","地下?3?線/7?線/9?線「コソクタ?ミナル」?8-1番出口から徒?650m"
"16322","ko","하늘공원 야경","https://korean.visitseoul.net/nature/하늘공원-야경/KOP016322?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP016322","121-832 서울 마포구 상암동 482 ","03900 서울 마포구 하늘공원로 95 (상암동, 탐방객안내소) ","02-300-5501","http://parks.seoul.go.kr/template/sub/worldcuppark.do","매일 05:00 - 22:00 월마다 유동적 ※ 하늘공원은 서울시 야생동식물 보호구역으로 이용시민 안전과 시설물 보호를 위하여 야간이용 제한 (일몰시간에 따라 매달 통제시간이 달라지니 홈페이지에서 확인 부탁드립니다.)","","","경의중앙선 디지털미디어시티역 8번 출구 공항철도 디지털미디어시티역 8번 출구"
"34","ko","청계천","https://korean.visitseoul.net/nature/청계천/KOP000034?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP000034","110-110 서울 종로구 서린동 146 ","03187 서울 종로구 무교로 37 (서린동) ","02-2290-6114","https://www.sisul.or.kr/open_content/cheonggye/ ","","","","4호선 동대문역 6번, 8번 출구 2호선 을지로입구역 2번, 3번 출구 1호선 시청역 4번 출구"
"38813","zh-CN","?峰山夜景","https://chinese.visitseoul.net/nature/?峰山夜景/CNP038786?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP038786"," 首?市城??金湖洞4街1539 ","04743 首?城????堂路362（?峰山八角亭公?洗手?） ","+82-2-2286-6061","","00:00 ~ 24:00","每日","","京??中央??峰站1?出口步行895米"
"2116","ja","ワ?ルドカップ公園","https://japanese.visitseoul.net/nature/여용국-한방스파/JPP002116?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002116","121-250 ソウル市麻浦?城山洞 390-1","121-250 ソウル市マポグ(麻浦?)ワ?ルドカップロ243-48 ","+82-2-300-5500","http://parks.seoul.go.kr/template/sub/worldcuppark.do","平和の公園、蘭芝川公園は常時開放 ハヌル公園、ノウル公園は日?時間+2時間から公園統制","","","6?線 ワ?ルドカップ·キョンギジャン 1番出口から徒?約10分 6?線 マポクチョン 8番出口から徒?約15分  "
"2170","zh-TW","汝矣島公園","https://tchinese.visitseoul.net/nature/女容?韓方スパ/TCP002161?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP002161","150-010 首爾永登浦區汝矣島洞 ","07243 首爾市永登浦區汝矣公園路68 ","+82-2-761-4078","http://parks.seoul.go.kr/template/sub/yeouido.do","","","","5號線汝矣渡口站1號出口出步行5分鐘    5號線汝矣島站3號出口出步行5分鐘   "
"28294","ja","サジク(社稷)公園","https://japanese.visitseoul.net/nature/sajik-park-jp/JPP028280?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP028280","110-054 ソウル市鍾路?社稷洞1-28 ","03027 ソウル市チョンノ(鍾路)?サジクロ9ギル5 (社稷洞)サジク(社稷)近隣公園","+82-2-2148-2835","http://japanese.seoul.go.kr/服務/カルチャ?エンジョイ/公園/?pidx=4","","","年中無休","地下?3?線「キョンボックン(政府ソウル??)」?1番出口"
"32825","ja","ケファサン(開花山)","https://japanese.visitseoul.net/nature/ケファサン開花山/JPP032823?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP032823","157-220 ソウル市江西?傍花洞846 ","07601 ソウル市カンソ(江西)?ヤンチョンロ22 (傍花洞)ケファサン(開花山)","+82-2-2600-4183","","","","","地下?5?線「ケファサン」?2番出口"
"38876","en","World Cup Park's Dog Park","https://english.visitseoul.net/nature/WorldCupParksDogPark/ENP038861?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP038861"," 1535, Sangam-dong, Mapo-gu, Seoul ","03901 32, Jeungsan-ro, Mapo-gu, Seoul (Sangam-dong, Information Center)","+82-2-2124-2835","http://animal.seoul.go.kr/animalplay","","","","Subway Line 6, World Cup Stadium Station, Exit 1 (10 mins on foot)"
"11398","en","Ttukseom Hangang Park","https://english.visitseoul.net/nature/Ttukseom-Hangang-Park/ENP011395?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP011395","05097 704-1, Ttukseom Hangang Park Jayang-dong Gwangjin-gu, Seoul ","05097 139, Gangbyeonbuk-ro, Gwangjin-gu, Seoul ","+82-2-3780-0521","","","","","Subway Line 7, Ttukseom Resort Station, Exits 2 & 3 (30 m on foot)"
"37011","en","Gwangjin Forest Naru Park","https://english.visitseoul.net/nature/GwangjinForestNaruPark/ENP037010?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP037010"," 401-16, Gwangjang-dong, Gwangjin-gu, Seoul ","04982 11, Gwangjang-ro, Gwangjin-gu, Seoul ","","","","","","Subway Line 5, Gwangnaru Station, Exit 1"
